entity_id	business_name	business_address	country	name_norm	address_norm	country_norm	name_tokens	address_tokens	name_char_ngrams	address_char_ngrams	source
S1-104820451	Valley Alliance	1234 Pimpernell Path, Middletown, DE	US	valley alliance	1234 pimpernell path middletown de	us	"[""valley"",""alliance""]"	"[""1234"",""pimpernell"",""path"",""middletown"",""de""]"	"[""^va"",""val"",""all"",""lle"",""ley"",""ey "",""y a"","" al"",""all"",""lli"",""lia"",""ian"",""anc"",""nce"",""ce$""]"	"[""^12"",""123"",""234"",""34 "",""4 p"","" pi"",""pim"",""imp"",""mpe"",""per"",""ern"",""rne"",""nel"",""ell"",""ll "",""l p"","" pa"",""pat"",""ath"",""th "",""h m"","" mi"",""mid"",""idd"",""ddl"",""dle"",""let"",""eto"",""tow"",""own"",""wn "",""n d"","" de"",""de$""]"	S1
S1-104944987	Tag Public School	440, It House Imamwada Industrial Area Nagpur, Nagpur, Maharashtra	India	tag public school	440 it house imamwada industrial area nagpur nagpur maharashtra	india	"[""tag"",""public"",""school""]"	"[""440"",""it"",""house"",""imamwada"",""industrial"",""area"",""nagpur"",""nagpur"",""maharashtra""]"	"[""^ta"",""tag"",""ag "",""g p"","" pu"",""pub"",""ubl"",""bli"",""lic"",""ic "",""c s"","" sc"",""sch"",""cho"",""hoo"",""ool"",""ol$""]"	"[""^44"",""440"",""40 "",""0 i"","" it"",""it "",""t h"","" ho"",""hou"",""ous"",""use"",""se "",""e i"","" im"",""ima"",""mam"",""amw"",""mwa"",""wad"",""ada"",""da "",""a i"","" in"",""ind"",""ndu"",""dus"",""ust"",""str"",""tri"",""ria"",""ial"",""al "",""l a"","" ar"",""are"",""rea"",""ea "",""a n"","" na"",""nag"",""agp"",""gpu"",""pur"",""ur "",""r n"","" na"",""nag"",""agp"",""gpu"",""pur"",""ur "",""r m"","" ma"",""mah"",""aha"",""har"",""ara"",""ras"",""ash"",""sht"",""htr"",""tra"",""ra$""]"	S1
S1-105559761	Tandi's Massage, LLC	127 Libby Lane, ME, West Gardiner	US	tandi s massage llc	127 libby lane me west gardiner	us	"[""tandi"",""s"",""massage"",""llc""]"	"[""127"",""libby"",""lane"",""me"",""west"",""gardiner""]"	"[""^ta"",""tan"",""and"",""ndi"",""di "",""i s"","" s "",""s m"","" ma"",""mas"",""ass"",""ssa"",""sag"",""age"",""ge "",""e l"","" ll"",""llc"",""lc$""]"	"[""^12"",""127"",""27 "",""7 l"","" li"",""lib"",""ibb"",""bby"",""by "",""y l"","" la"",""lan"",""ane"",""ne "",""e m"","" me"",""me "",""e w"","" we"",""wes"",""est"",""st "",""t g"","" ga"",""gar"",""ard"",""rdi"",""din"",""ine"",""ner"",""er$""]"	S1
S1-105693693	Nagpur Than Private Limited	22/3, 7Th East Main Road, Gandhi Nagar, Vellore, Tamil Nadu	India	nagpur than private limited	22 3 7th east main road gandhi nagar vellore tamil nadu	india	"[""nagpur"",""than"",""private"",""limited""]"	"[""22"",""3"",""7th"",""east"",""main"",""road"",""gandhi"",""nagar"",""vellore"",""tamil"",""nadu""]"	"[""^na"",""nag"",""agp"",""gpu"",""pur"",""ur "",""r t"","" th"",""tha"",""han"",""an "",""n p"","" pr"",""pri"",""riv"",""iva"",""vat"",""ate"",""te "",""e l"","" li"",""lim"",""imi"",""mit"",""ite"",""ted"",""ed$""]"	"[""^22"",""22 "",""2 3"","" 3 "",""3 7"","" 7t"",""7th"",""th "",""h e"","" ea"",""eas"",""ast"",""st "",""t m"","" ma"",""mai"",""ain"",""in "",""n r"","" ro"",""roa"",""oad"",""ad "",""d g"","" ga"",""gan"",""and"",""ndh"",""dhi"",""hi "",""i n"","" na"",""nag"",""aga"",""gar"",""ar "",""r v"","" ve"",""vel"",""ell"",""llo"",""lor"",""ore"",""re "",""e t"","" ta"",""tam"",""ami"",""mil"",""il "",""l n"","" na"",""nad"",""adu"",""du$""]"	S1
S1-105750285	Mullins, Thomas and Shoemaker Invesco	38 Norman Drive, Mountain Brook, AL	US	mullins thomas and shoemaker invesco	38 norman drive mountain brook al	us	"[""mullins"",""thomas"",""and"",""shoemaker"",""invesco""]"	"[""38"",""norman"",""drive"",""mountain"",""brook"",""al""]"	"[""^mu"",""mul"",""ull"",""lli"",""lin"",""ins"",""ns "",""s t"","" th"",""tho"",""hom"",""oma"",""mas"",""as "",""s a"","" an"",""and"",""nd "",""d s"","" sh"",""sho"",""hoe"",""oem"",""ema"",""mak"",""ake"",""ker"",""er "",""r i"","" in"",""inv"",""nve"",""ves"",""esc"",""sco"",""co$""]"	"[""^38"",""38 "",""8 n"","" no"",""nor"",""orm"",""rma"",""man"",""an "",""n d"","" dr"",""dri"",""riv"",""ive"",""ve "",""e m"","" mo"",""mou"",""oun"",""unt"",""nta"",""tai"",""ain"",""in "",""n b"","" br"",""bro"",""roo"",""ook"",""ok "",""k a"","" al"",""al$""]"	S1
S1-10580196	Secure Telecom	310 Calion Street, Unit Apt C, Jonesboro, AR	US	secure telecom	310 calion street unit apartment c jonesboro ar	us	"[""secure"",""telecom""]"	"[""310"",""calion"",""street"",""unit"",""apartment"",""c"",""jonesboro"",""ar""]"	"[""^se"",""sec"",""ecu"",""cur"",""ure"",""re "",""e t"","" te"",""tel"",""ele"",""lec"",""eco"",""com"",""om$""]"	"[""^31"",""310"",""10 "",""0 c"","" ca"",""cal"",""ali"",""lio"",""ion"",""on "",""n s"","" st"",""str"",""tre"",""ree"",""eet"",""et "",""t u"","" un"",""uni"",""nit"",""it "",""t a"","" ap"",""apa"",""par"",""art"",""rtm"",""tme"",""men"",""ent"",""nt "",""t c"","" c "",""c j"","" jo"",""jon"",""one"",""nes"",""esb"",""sbo"",""bor"",""oro"",""ro "",""o a"","" ar"",""ar$""]"	S1
S1-106138150	Select Metropolitan Bain L.L.C.	7 Stone Hedge Drive, Lancaster, NY	US	select metropolitan bain l l c	7 stone hedge drive lancaster ny	us	"[""select"",""metropolitan"",""bain"",""l"",""l"",""c""]"	"[""7"",""stone"",""hedge"",""drive"",""lancaster"",""ny""]"	"[""^se"",""sel"",""ele"",""lec"",""ect"",""ct "",""t m"","" me"",""met"",""etr"",""tro"",""rop"",""opo"",""pol"",""oli"",""lit"",""ita"",""tan"",""an "",""n b"","" ba"",""bai"",""ain"",""in "",""n l"","" l "",""l l"","" l "",""l c"","" c$""]"	"[""^7 "",""7 s"","" st"",""sto"",""ton"",""one"",""ne "",""e h"","" he"",""hed"",""edg"",""dge"",""ge "",""e d"","" dr"",""dri"",""riv"",""ive"",""ve "",""e l"","" la"",""lan"",""anc"",""nca"",""cas"",""ast"",""ste"",""ter"",""er "",""r n"","" ny"",""ny$""]"	S1
S1-106307602	Dental Green Clinic	655 Mesa Drive, Unit 1104, Mesa, AZ	US	dental green clinic	655 mesa drive unit 1104 mesa az	us	"[""dental"",""green"",""clinic""]"	"[""655"",""mesa"",""drive"",""unit"",""1104"",""mesa"",""az""]"	"[""^de"",""den"",""ent"",""nta"",""tal"",""al "",""l g"","" gr"",""gre"",""ree"",""een"",""en "",""n c"","" cl"",""cli"",""lin"",""ini"",""nic"",""ic$""]"	"[""^65"",""655"",""55 "",""5 m"","" me"",""mes"",""esa"",""sa "",""a d"","" dr"",""dri"",""riv"",""ive"",""ve "",""e u"","" un"",""uni"",""nit"",""it "",""t 1"","" 11"",""110"",""104"",""04 "",""4 m"","" me"",""mes"",""esa"",""sa "",""a a"","" az"",""az$""]"	S1
S1-106898123	LFL House Pvt. Ltd.	125, Second Floor, Vigyan Vihar, Near Yamuna Sports Complex, Delhi, East Delhi, Delhi	India	lfl house private limited	125 second floor vigyan vihar near yamuna sports complex delhi east delhi delhi	india	"[""lfl"",""house"",""private"",""limited""]"	"[""125"",""second"",""floor"",""vigyan"",""vihar"",""near"",""yamuna"",""sports"",""complex"",""delhi"",""east"",""delhi"",""delhi""]"	"[""^lf"",""lfl"",""fl "",""l h"","" ho"",""hou"",""ous"",""use"",""se "",""e p"","" pr"",""pri"",""riv"",""iva"",""vat"",""ate"",""te "",""e l"","" li"",""lim"",""imi"",""mit"",""ite"",""ted"",""ed$""]"	"[""^12"",""125"",""25 "",""5 s"","" se"",""sec"",""eco"",""con"",""ond"",""nd "",""d f"","" fl"",""flo"",""loo"",""oor"",""or "",""r v"","" vi"",""vig"",""igy"",""gya"",""yan"",""an "",""n v"","" vi"",""vih"",""iha"",""har"",""ar "",""r n"","" ne"",""nea"",""ear"",""ar "",""r y"","" ya"",""yam"",""amu"",""mun"",""una"",""na "",""a s"","" sp"",""spo"",""por"",""ort"",""rts"",""ts "",""s c"","" co"",""com"",""omp"",""mpl"",""ple"",""lex"",""ex "",""x d"","" de"",""del"",""elh"",""lhi"",""hi "",""i e"","" ea"",""eas"",""ast"",""st "",""t d"","" de"",""del"",""elh"",""lhi"",""hi "",""i d"","" de"",""del"",""elh"",""lhi"",""hi$""]"	S1
S1-106966123	Ujjaya Merchandise Ltd	C/O K.Vinodini, Kappachery, House Vijaya Flower Mil, Kannur, Kerala	India	ujjaya merchandise limited	c o k vinodini kappachery house vijaya flower mil kannur kerala	india	"[""ujjaya"",""merchandise"",""limited""]"	"[""c"",""o"",""k"",""vinodini"",""kappachery"",""house"",""vijaya"",""flower"",""mil"",""kannur"",""kerala""]"	"[""^uj"",""ujj"",""jja"",""jay"",""aya"",""ya "",""a m"","" me"",""mer"",""erc"",""rch"",""cha"",""han"",""and"",""ndi"",""dis"",""ise"",""se "",""e l"","" li"",""lim"",""imi"",""mit"",""ite"",""ted"",""ed$""]"	"[""^c "",""c o"","" o "",""o k"","" k "",""k v"","" vi"",""vin"",""ino"",""nod"",""odi"",""din"",""ini"",""ni "",""i k"","" ka"",""kap"",""app"",""ppa"",""pac"",""ach"",""che"",""her"",""ery"",""ry "",""y h"","" ho"",""hou"",""ous"",""use"",""se "",""e v"","" vi"",""vij"",""ija"",""jay"",""aya"",""ya "",""a f"","" fl"",""flo"",""low"",""owe"",""wer"",""er "",""r m"","" mi"",""mil"",""il "",""l k"","" ka"",""kan"",""ann"",""nnu"",""nur"",""ur "",""r k"","" ke"",""ker"",""era"",""ral"",""ala"",""la$""]"	S1
S1-107296667	Machinists Local 697	120 Jackson Street, Greenfield, IA	US	machinists local 697	120 jackson street greenfield ia	us	"[""machinists"",""local"",""697""]"	"[""120"",""jackson"",""street"",""greenfield"",""ia""]"	"[""^ma"",""mac"",""ach"",""chi"",""hin"",""ini"",""nis"",""ist"",""sts"",""ts "",""s l"","" lo"",""loc"",""oca"",""cal"",""al "",""l 6"","" 69"",""697"",""97$""]"	"[""^12"",""120"",""20 "",""0 j"","" ja"",""jac"",""ack"",""cks"",""kso"",""son"",""on "",""n s"","" st"",""str"",""tre"",""ree"",""eet"",""et "",""t g"","" gr"",""gre"",""ree"",""een"",""enf"",""nfi"",""fie"",""iel"",""eld"",""ld "",""d i"","" ia"",""ia$""]"	S1
S1-10745149	Creative Heritage Staking, LLC	2507 Lakeview Avenue, Sparrows Point, MD	US	creative heritage staking llc	2507 lakeview avenue sparrows point md	us	"[""creative"",""heritage"",""staking"",""llc""]"	"[""2507"",""lakeview"",""avenue"",""sparrows"",""point"",""md""]"	"[""^cr"",""cre"",""rea"",""eat"",""ati"",""tiv"",""ive"",""ve "",""e h"","" he"",""her"",""eri"",""rit"",""ita"",""tag"",""age"",""ge "",""e s"","" st"",""sta"",""tak"",""aki"",""kin"",""ing"",""ng "",""g l"","" ll"",""llc"",""lc$""]"	"[""^25"",""250"",""507"",""07 "",""7 l"","" la"",""lak"",""ake"",""kev"",""evi"",""vie"",""iew"",""ew "",""w a"","" av"",""ave"",""ven"",""enu"",""nue"",""ue "",""e s"","" sp"",""spa"",""par"",""arr"",""rro"",""row"",""ows"",""ws "",""s p"","" po"",""poi"",""oin"",""int"",""nt "",""t m"","" md"",""md$""]"	S1
S1-107757375	Diamond Venture Private Limited	Flat No E 704 Grand Ajnara Heritage Plot No Gh 01 B Sector 74, Noida, Gautam Buddha Nagar, Uttar Pradesh	India	diamond venture private limited	flat number e 704 grand ajnara heritage plot number gh 01 b sector 74 noida gautam buddha nagar uttar pradesh	india	"[""diamond"",""venture"",""private"",""limited""]"	"[""flat"",""number"",""e"",""704"",""grand"",""ajnara"",""heritage"",""plot"",""number"",""gh"",""01"",""b"",""sector"",""74"",""noida"",""gautam"",""buddha"",""nagar"",""uttar"",""pradesh""]"	"[""^di"",""dia"",""iam"",""amo"",""mon"",""ond"",""nd "",""d v"","" ve"",""ven"",""ent"",""ntu"",""tur"",""ure"",""re "",""e p"","" pr"",""pri"",""riv"",""iva"",""vat"",""ate"",""te "",""e l"","" li"",""lim"",""imi"",""mit"",""ite"",""ted"",""ed$""]"	"[""^fl"",""fla"",""lat"",""at "",""t n"","" nu"",""num"",""umb"",""mbe"",""ber"",""er "",""r e"","" e "",""e 7"","" 70"",""704"",""04 "",""4 g"","" gr"",""gra"",""ran"",""and"",""nd "",""d a"","" aj"",""ajn"",""jna"",""nar"",""ara"",""ra "",""a h"","" he"",""her"",""eri"",""rit"",""ita"",""tag"",""age"",""ge "",""e p"","" pl"",""plo"",""lot"",""ot "",""t n"","" nu"",""num"",""umb"",""mbe"",""ber"",""er "",""r g"","" gh"",""gh "",""h 0"","" 01"",""01 "",""1 b"","" b "",""b s"","" se"",""sec"",""ect"",""cto"",""tor"",""or "",""r 7"","" 74"",""74 "",""4 n"","" no"",""noi"",""oid"",""ida"",""da "",""a g"","" ga"",""gau"",""aut"",""uta"",""tam"",""am "",""m b"","" bu"",""bud"",""udd"",""ddh"",""dha"",""ha "",""a n"","" na"",""nag"",""aga"",""gar"",""ar "",""r u"","" ut"",""utt"",""tta"",""tar"",""ar "",""r p"","" pr"",""pra"",""rad"",""ade"",""des"",""esh"",""sh$""]"	S1
S1-10802286	814-815 South Owners Corp	NC, 218 Lovelace Road, Forest City	US	814 815 south owners corporation	nc 218 lovelace road forest city	us	"[""814"",""815"",""south"",""owners"",""corporation""]"	"[""nc"",""218"",""lovelace"",""road"",""forest"",""city""]"	"[""^81"",""814"",""14 "",""4 8"","" 81"",""815"",""15 "",""5 s"","" so"",""sou"",""out"",""uth"",""th "",""h o"","" ow"",""own"",""wne"",""ner"",""ers"",""rs "",""s c"","" co"",""cor"",""orp"",""rpo"",""por"",""ora"",""rat"",""ati"",""tio"",""ion"",""on$""]"	"[""^nc"",""nc "",""c 2"","" 21"",""218"",""18 "",""8 l"","" lo"",""lov"",""ove"",""vel"",""ela"",""lac"",""ace"",""ce "",""e r"","" ro"",""roa"",""oad"",""ad "",""d f"","" fo"",""for"",""ore"",""res"",""est"",""st "",""t c"","" ci"",""cit"",""ity"",""ty$""]"	S1
S1-108573058	Urban Coffee	NY, Unit Apartment 2, 1052 Center Road, West Seneca	US	urban coffee	ny unit apartment 2 1052 center road west seneca	us	"[""urban"",""coffee""]"	"[""ny"",""unit"",""apartment"",""2"",""1052"",""center"",""road"",""west"",""seneca""]"	"[""^ur"",""urb"",""rba"",""ban"",""an "",""n c"","" co"",""cof"",""off"",""ffe"",""fee"",""ee$""]"	"[""^ny"",""ny "",""y u"","" un"",""uni"",""nit"",""it "",""t a"","" ap"",""apa"",""par"",""art"",""rtm"",""tme"",""men"",""ent"",""nt "",""t 2"","" 2 "",""2 1"","" 10"",""105"",""052"",""52 "",""2 c"","" ce"",""cen"",""ent"",""nte"",""ter"",""er "",""r r"","" ro"",""roa"",""oad"",""ad "",""d w"","" we"",""wes"",""est"",""st "",""t s"","" se"",""sen"",""ene"",""nec"",""eca"",""ca$""]"	S1
