entity_id	business_name	business_address	country	name_norm	address_norm	country_norm	name_tokens	address_tokens	name_char_ngrams	address_char_ngrams	source
S3-103154542	Hearn LLC Center	7336 Route 29, Virginia, Falls Church	US	hearn llc center	7336 route 29 virginia falls church	us	"[""hearn"",""llc"",""center""]"	"[""7336"",""route"",""29"",""virginia"",""falls"",""church""]"	"[""^he"",""hea"",""ear"",""arn"",""rn "",""n l"","" ll"",""llc"",""lc "",""c c"","" ce"",""cen"",""ent"",""nte"",""ter"",""er$""]"	"[""^73"",""733"",""336"",""36 "",""6 r"","" ro"",""rou"",""out"",""ute"",""te "",""e 2"","" 29"",""29 "",""9 v"","" vi"",""vir"",""irg"",""rgi"",""gin"",""ini"",""nia"",""ia "",""a f"","" fa"",""fal"",""all"",""lls"",""ls "",""s c"","" ch"",""chu"",""hur"",""urc"",""rch"",""ch$""]"	S3
S3-103331717	Chiropractic Center	242 Godfreys Ln, Hertford, North Carolina	US	chiropractic center	242 godfreys ln hertford north carolina	us	"[""chiropractic"",""center""]"	"[""242"",""godfreys"",""ln"",""hertford"",""north"",""carolina""]"	"[""^ch"",""chi"",""hir"",""iro"",""rop"",""opr"",""pra"",""rac"",""act"",""cti"",""tic"",""ic "",""c c"","" ce"",""cen"",""ent"",""nte"",""ter"",""er$""]"	"[""^24"",""242"",""42 "",""2 g"","" go"",""god"",""odf"",""dfr"",""fre"",""rey"",""eys"",""ys "",""s l"","" ln"",""ln "",""n h"","" he"",""her"",""ert"",""rtf"",""tfo"",""for"",""ord"",""rd "",""d n"","" no"",""nor"",""ort"",""rth"",""th "",""h c"","" ca"",""car"",""aro"",""rol"",""oli"",""lin"",""ina"",""na$""]"	S3
S3-1034244	Shakti Enterprises Limited Services	House No.546, Ratnagiri, Sangmeshwar, MH	India	shakti enterprises limited services	house no 546 ratnagiri sangmeshwar mh	india	"[""shakti"",""enterprises"",""limited"",""services""]"	"[""house"",""no"",""546"",""ratnagiri"",""sangmeshwar"",""mh""]"	"[""^sh"",""sha"",""hak"",""akt"",""kti"",""ti "",""i e"","" en"",""ent"",""nte"",""ter"",""erp"",""rpr"",""pri"",""ris"",""ise"",""ses"",""es "",""s l"","" li"",""lim"",""imi"",""mit"",""ite"",""ted"",""ed "",""d s"","" se"",""ser"",""erv"",""rvi"",""vic"",""ice"",""ces"",""es$""]"	"[""^ho"",""hou"",""ous"",""use"",""se "",""e n"","" no"",""no "",""o 5"","" 54"",""546"",""46 "",""6 r"","" ra"",""rat"",""atn"",""tna"",""nag"",""agi"",""gir"",""iri"",""ri "",""i s"","" sa"",""san"",""ang"",""ngm"",""gme"",""mes"",""esh"",""shw"",""hwa"",""war"",""ar "",""r m"","" mh"",""mh$""]"	S3
S3-103468400	Little Hair Studio! Corporation	401 Seventh Street, Beardstown, Illinois	US	little hair studio corporation	401 seventh street beardstown illinois	us	"[""little"",""hair"",""studio"",""corporation""]"	"[""401"",""seventh"",""street"",""beardstown"",""illinois""]"	"[""^li"",""lit"",""itt"",""ttl"",""tle"",""le "",""e h"","" ha"",""hai"",""air"",""ir "",""r s"","" st"",""stu"",""tud"",""udi"",""dio"",""io "",""o c"","" co"",""cor"",""orp"",""rpo"",""por"",""ora"",""rat"",""ati"",""tio"",""ion"",""on$""]"	"[""^40"",""401"",""01 "",""1 s"","" se"",""sev"",""eve"",""ven"",""ent"",""nth"",""th "",""h s"","" st"",""str"",""tre"",""ree"",""eet"",""et "",""t b"","" be"",""bea"",""ear"",""ard"",""rds"",""dst"",""sto"",""tow"",""own"",""wn "",""n i"","" il"",""ill"",""lli"",""lin"",""ino"",""noi"",""ois"",""is$""]"	S3
S3-103564473	Super Medical Centre  Co	Plot 913. 23/163A, KL, Ernakulam, Kalamassery	India	super medical centre company	plot 913 23 163a kl ernakulam kalamassery	india	"[""super"",""medical"",""centre"",""company""]"	"[""plot"",""913"",""23"",""163a"",""kl"",""ernakulam"",""kalamassery""]"	"[""^su"",""sup"",""upe"",""per"",""er "",""r m"","" me"",""med"",""edi"",""dic"",""ica"",""cal"",""al "",""l c"","" ce"",""cen"",""ent"",""ntr"",""tre"",""re "",""e c"","" co"",""com"",""omp"",""mpa"",""pan"",""any"",""ny$""]"	"[""^pl"",""plo"",""lot"",""ot "",""t 9"","" 91"",""913"",""13 "",""3 2"","" 23"",""23 "",""3 1"","" 16"",""163"",""63a"",""3a "",""a k"","" kl"",""kl "",""l e"","" er"",""ern"",""rna"",""nak"",""aku"",""kul"",""ula"",""lam"",""am "",""m k"","" ka"",""kal"",""ala"",""lam"",""ama"",""mas"",""ass"",""sse"",""ser"",""ery"",""ry$""]"	S3
S3-103827885	लोटस एंटरप्राइजेज प्रा. लि.	Flat No. C 527, Pawar Enclave, S No. 86 / 3B Pune Solapur Road, Hadapsar, Poona, Pune, MH	India	ल टस ए टरप र इज ज प र ल	flat number c 527 pawar enclave s number 86 3b pune solapur road hadapsar poona pune mh	india	"[""ल"",""टस"",""ए"",""टरप"",""र"",""इज"",""ज"",""प"",""र"",""ल""]"	"[""flat"",""number"",""c"",""527"",""pawar"",""enclave"",""s"",""number"",""86"",""3b"",""pune"",""solapur"",""road"",""hadapsar"",""poona"",""pune"",""mh""]"	"[""^ल "",""ल ट"","" टस"",""टस "",""स ए"","" ए "",""ए ट"","" टर"",""टरप"",""रप "",""प र"","" र "",""र इ"","" इज"",""इज "",""ज ज"","" ज "",""ज प"","" प "",""प र"","" र "",""र ल"","" ल$""]"	"[""^fl"",""fla"",""lat"",""at "",""t n"","" nu"",""num"",""umb"",""mbe"",""ber"",""er "",""r c"","" c "",""c 5"","" 52"",""527"",""27 "",""7 p"","" pa"",""paw"",""awa"",""war"",""ar "",""r e"","" en"",""enc"",""ncl"",""cla"",""lav"",""ave"",""ve "",""e s"","" s "",""s n"","" nu"",""num"",""umb"",""mbe"",""ber"",""er "",""r 8"","" 86"",""86 "",""6 3"","" 3b"",""3b "",""b p"","" pu"",""pun"",""une"",""ne "",""e s"","" so"",""sol"",""ola"",""lap"",""apu"",""pur"",""ur "",""r r"","" ro"",""roa"",""oad"",""ad "",""d h"","" ha"",""had"",""ada"",""dap"",""aps"",""psa"",""sar"",""ar "",""r p"","" po"",""poo"",""oon"",""ona"",""na "",""a p"","" pu"",""pun"",""une"",""ne "",""e m"","" mh"",""mh$""]"	S3
S3-104517610	Pediatric Group Déntal		US	pediatric group déntal		us	"[""pediatric"",""group"",""déntal""]"	[]	"[""^pe"",""ped"",""edi"",""dia"",""iat"",""atr"",""tri"",""ric"",""ic "",""c g"","" gr"",""gro"",""rou"",""oup"",""up "",""p d"","" dé"",""dén"",""ént"",""nta"",""tal"",""al$""]"	[]	S3
S3-104773719	Cross Endocrinology	17820 State Line Road, Illinois, Lansing	US	cross endocrinology	17820 state line road illinois lansing	us	"[""cross"",""endocrinology""]"	"[""17820"",""state"",""line"",""road"",""illinois"",""lansing""]"	"[""^cr"",""cro"",""ros"",""oss"",""ss "",""s e"","" en"",""end"",""ndo"",""doc"",""ocr"",""cri"",""rin"",""ino"",""nol"",""olo"",""log"",""ogy"",""gy$""]"	"[""^17"",""178"",""782"",""820"",""20 "",""0 s"","" st"",""sta"",""tat"",""ate"",""te "",""e l"","" li"",""lin"",""ine"",""ne "",""e r"","" ro"",""roa"",""oad"",""ad "",""d i"","" il"",""ill"",""lli"",""lin"",""ino"",""noi"",""ois"",""is "",""s l"","" la"",""lan"",""ans"",""nsi"",""sin"",""ing"",""ng$""]"	S3
S3-105063195	Ear Nobe & Throat Pioneer-Associates Inc		US	ear nobe and throat pioneer associates incorporated		us	"[""ear"",""nobe"",""and"",""throat"",""pioneer"",""associates"",""incorporated""]"	[]	"[""^ea"",""ear"",""ar "",""r n"","" no"",""nob"",""obe"",""be "",""e a"","" an"",""and"",""nd "",""d t"","" th"",""thr"",""hro"",""roa"",""oat"",""at "",""t p"","" pi"",""pio"",""ion"",""one"",""nee"",""eer"",""er "",""r a"","" as"",""ass"",""sso"",""soc"",""oci"",""cia"",""iat"",""ate"",""tes"",""es "",""s i"","" in"",""inc"",""nco"",""cor"",""orp"",""rpo"",""por"",""ora"",""rat"",""ate"",""ted"",""ed$""]"	[]	S3
S3-105209173	Masco Center	167- Ground Floor Abhay Khand - 1, Indrapuram, Ghaziabad, उत्तर प्रदेश	India	masco center	167 ground floor abhay khand 1 indrapuram ghaziabad उत तर प रद श	india	"[""masco"",""center""]"	"[""167"",""ground"",""floor"",""abhay"",""khand"",""1"",""indrapuram"",""ghaziabad"",""उत"",""तर"",""प"",""रद"",""श""]"	"[""^ma"",""mas"",""asc"",""sco"",""co "",""o c"","" ce"",""cen"",""ent"",""nte"",""ter"",""er$""]"	"[""^16"",""167"",""67 "",""7 g"","" gr"",""gro"",""rou"",""oun"",""und"",""nd "",""d f"","" fl"",""flo"",""loo"",""oor"",""or "",""r a"","" ab"",""abh"",""bha"",""hay"",""ay "",""y k"","" kh"",""kha"",""han"",""and"",""nd "",""d 1"","" 1 "",""1 i"","" in"",""ind"",""ndr"",""dra"",""rap"",""apu"",""pur"",""ura"",""ram"",""am "",""m g"","" gh"",""gha"",""haz"",""azi"",""zia"",""iab"",""aba"",""bad"",""ad "",""d उ"","" उत"",""उत "",""त त"","" तर"",""तर "",""र प"","" प "",""प र"","" रद"",""रद "",""द श"","" श$""]"	S3
S3-105444830	Schoen-Tri-State Jpmorgan LLC	1500 Terrace Dr, # APT 31, Brownwood, Texas	US	schoen tri state jpmorgan llc	1500 terrace dr apartment 31 brownwood texas	us	"[""schoen"",""tri"",""state"",""jpmorgan"",""llc""]"	"[""1500"",""terrace"",""dr"",""apartment"",""31"",""brownwood"",""texas""]"	"[""^sc"",""sch"",""cho"",""hoe"",""oen"",""en "",""n t"","" tr"",""tri"",""ri "",""i s"","" st"",""sta"",""tat"",""ate"",""te "",""e j"","" jp"",""jpm"",""pmo"",""mor"",""org"",""rga"",""gan"",""an "",""n l"","" ll"",""llc"",""lc$""]"	"[""^15"",""150"",""500"",""00 "",""0 t"","" te"",""ter"",""err"",""rra"",""rac"",""ace"",""ce "",""e d"","" dr"",""dr "",""r a"","" ap"",""apa"",""par"",""art"",""rtm"",""tme"",""men"",""ent"",""nt "",""t 3"","" 31"",""31 "",""1 b"","" br"",""bro"",""row"",""own"",""wnw"",""nwo"",""woo"",""ood"",""od "",""d t"","" te"",""tex"",""exa"",""xas"",""as$""]"	S3
S3-105621455	Leesa 5algado Prime Audio		US	leesa 5algado prime audio		us	"[""leesa"",""5algado"",""prime"",""audio""]"	[]	"[""^le"",""lee"",""ees"",""esa"",""sa "",""a 5"","" 5a"",""5al"",""alg"",""lga"",""gad"",""ado"",""do "",""o p"","" pr"",""pri"",""rim"",""ime"",""me "",""e a"","" au"",""aud"",""udi"",""dio"",""io$""]"	[]	S3
S3-105714046	H0pper & Wilson Egh Inc	1716 Woodlawn Drive, Scotland Neck, North Carolina	US	h0pper and wilson egh incorporated	1716 woodlawn drive scotland neck north carolina	us	"[""h0pper"",""and"",""wilson"",""egh"",""incorporated""]"	"[""1716"",""woodlawn"",""drive"",""scotland"",""neck"",""north"",""carolina""]"	"[""^h0"",""h0p"",""0pp"",""ppe"",""per"",""er "",""r a"","" an"",""and"",""nd "",""d w"","" wi"",""wil"",""ils"",""lso"",""son"",""on "",""n e"","" eg"",""egh"",""gh "",""h i"","" in"",""inc"",""nco"",""cor"",""orp"",""rpo"",""por"",""ora"",""rat"",""ate"",""ted"",""ed$""]"	"[""^17"",""171"",""716"",""16 "",""6 w"","" wo"",""woo"",""ood"",""odl"",""dla"",""law"",""awn"",""wn "",""n d"","" dr"",""dri"",""riv"",""ive"",""ve "",""e s"","" sc"",""sco"",""cot"",""otl"",""tla"",""lan"",""and"",""nd "",""d n"","" ne"",""nec"",""eck"",""ck "",""k n"","" no"",""nor"",""ort"",""rth"",""th "",""h c"","" ca"",""car"",""aro"",""rol"",""oli"",""lin"",""ina"",""na$""]"	S3
S3-105717819	Raj-Consultancy Private	Block B-681 Krm Plaza, Regus No.2, Harrington Road. Chetpet, 8Th Floor, Chennai, TN	India	raj consultancy private	block b 681 krm plaza regus no 2 harrington road chetpet 8th floor chennai tn	india	"[""raj"",""consultancy"",""private""]"	"[""block"",""b"",""681"",""krm"",""plaza"",""regus"",""no"",""2"",""harrington"",""road"",""chetpet"",""8th"",""floor"",""chennai"",""tn""]"	"[""^ra"",""raj"",""aj "",""j c"","" co"",""con"",""ons"",""nsu"",""sul"",""ult"",""lta"",""tan"",""anc"",""ncy"",""cy "",""y p"","" pr"",""pri"",""riv"",""iva"",""vat"",""ate"",""te$""]"	"[""^bl"",""blo"",""loc"",""ock"",""ck "",""k b"","" b "",""b 6"","" 68"",""681"",""81 "",""1 k"","" kr"",""krm"",""rm "",""m p"","" pl"",""pla"",""laz"",""aza"",""za "",""a r"","" re"",""reg"",""egu"",""gus"",""us "",""s n"","" no"",""no "",""o 2"","" 2 "",""2 h"","" ha"",""har"",""arr"",""rri"",""rin"",""ing"",""ngt"",""gto"",""ton"",""on "",""n r"","" ro"",""roa"",""oad"",""ad "",""d c"","" ch"",""che"",""het"",""etp"",""tpe"",""pet"",""et "",""t 8"","" 8t"",""8th"",""th "",""h f"","" fl"",""flo"",""loo"",""oor"",""or "",""r c"","" ch"",""che"",""hen"",""enn"",""nna"",""nai"",""ai "",""i t"","" tn"",""tn$""]"	S3
