entity_id	business_name	business_address	country	name_norm	address_norm	country_norm	name_tokens	address_tokens	name_char_ngrams	address_char_ngrams	source
S2-101631611	cardiologyassociatesnewton.com	231 WICKSBURG RD, NEWTON, AL	US	cardiologyassociatesnewton com	231 wicksburg rd newton al	us	"[""cardiologyassociatesnewton"",""com""]"	"[""231"",""wicksburg"",""rd"",""newton"",""al""]"	"[""^ca"",""car"",""ard"",""rdi"",""dio"",""iol"",""olo"",""log"",""ogy"",""gya"",""yas"",""ass"",""sso"",""soc"",""oci"",""cia"",""iat"",""ate"",""tes"",""esn"",""sne"",""new"",""ewt"",""wto"",""ton"",""on "",""n c"","" co"",""com"",""om$""]"	"[""^23"",""231"",""31 "",""1 w"","" wi"",""wic"",""ick"",""cks"",""ksb"",""sbu"",""bur"",""urg"",""rg "",""g r"","" rd"",""rd "",""d n"","" ne"",""new"",""ewt"",""wto"",""ton"",""on "",""n a"","" al"",""al$""]"	S2
S2-101734060	राज प्रोजेक्ट्स प्रा. लि.	B-47., SHASTRI NAGAR, JODHPUR, Rajasthan	India	राज प्रोजेक्ट्स प्रा लि	b 47 shastri nagar jodhpur rajasthan	india	"[""राज"",""प्रोजेक्ट्स"",""प्रा"",""लि""]"	"[""b"",""47"",""shastri"",""nagar"",""jodhpur"",""rajasthan""]"	"[""^रा"",""राज"",""ाज "",""ज प"","" प्"",""प्र"",""्रो"",""रोज"",""ोजे"",""जेक"",""ेक्"",""क्ट"",""्ट्"",""ट्स"",""्स "",""स प"","" प्"",""प्र"",""्रा"",""रा "",""ा ल"","" लि"",""लि$""]"	"[""^b "",""b 4"","" 47"",""47 "",""7 s"","" sh"",""sha"",""has"",""ast"",""str"",""tri"",""ri "",""i n"","" na"",""nag"",""aga"",""gar"",""ar "",""r j"","" jo"",""jod"",""odh"",""dhp"",""hpu"",""pur"",""ur "",""r r"","" ra"",""raj"",""aja"",""jas"",""ast"",""sth"",""tha"",""han"",""an$""]"	S2
S2-101902970	Housing Alliance LP	617 Carbon Street, SYRACUSE, NY	US	housing alliance lp	617 carbon street syracuse ny	us	"[""housing"",""alliance"",""lp""]"	"[""617"",""carbon"",""street"",""syracuse"",""ny""]"	"[""^ho"",""hou"",""ous"",""usi"",""sin"",""ing"",""ng "",""g a"","" al"",""all"",""lli"",""lia"",""ian"",""anc"",""nce"",""ce "",""e l"","" lp"",""lp$""]"	"[""^61"",""617"",""17 "",""7 c"","" ca"",""car"",""arb"",""rbo"",""bon"",""on "",""n s"","" st"",""str"",""tre"",""ree"",""eet"",""et "",""t s"","" sy"",""syr"",""yra"",""rac"",""acu"",""cus"",""use"",""se "",""e n"","" ny"",""ny$""]"	S2
S2-102009837	urgent care quality center pc	CARRMICHAEL, CA, 2909 EASY WAY	US	urgent care quality center pc	carrmichael ca 2909 easy way	us	"[""urgent"",""care"",""quality"",""center"",""pc""]"	"[""carrmichael"",""ca"",""2909"",""easy"",""way""]"	"[""^ur"",""urg"",""rge"",""gen"",""ent"",""nt "",""t c"","" ca"",""car"",""are"",""re "",""e q"","" qu"",""qua"",""ual"",""ali"",""lit"",""ity"",""ty "",""y c"","" ce"",""cen"",""ent"",""nte"",""ter"",""er "",""r p"","" pc"",""pc$""]"	"[""^ca"",""car"",""arr"",""rrm"",""rmi"",""mic"",""ich"",""cha"",""hae"",""ael"",""el "",""l c"","" ca"",""ca "",""a 2"","" 29"",""290"",""909"",""09 "",""9 e"","" ea"",""eas"",""asy"",""sy "",""y w"","" wa"",""way"",""ay$""]"	S2
S2-102031558	ఆల్ టెక్నాలజీస్ ప్రైవేట్ లిమిటెడ్	HYDERABAD, H.NO 508. SRI GAYATRI CLASSIC APARTMENTS LINGAMPALLY, Telangana	India	ఆల్ టెక్నాలజీస్ ప్రైవేట్ లిమిటెడ్	hyderabad h no 508 sri gayatri classic apartments lingampally telangana	india	"[""ఆల్"",""టెక్నాలజీస్"",""ప్రైవేట్"",""లిమిటెడ్""]"	"[""hyderabad"",""h"",""no"",""508"",""sri"",""gayatri"",""classic"",""apartments"",""lingampally"",""telangana""]"	"[""^ఆల"",""ఆల్"",""ల్ "",""్ ట"","" టె"",""టెక"",""ెక్"",""క్న"",""్నా"",""నాల"",""ాలజ"",""లజీ"",""జీస"",""ీస్"",""స్ "",""్ ప"","" ప్"",""ప్ర"",""్రై"",""రైవ"",""ైవే"",""వేట"",""ేట్"",""ట్ "",""్ ల"","" లి"",""లిమ"",""ిమి"",""మిట"",""ిటె"",""టెడ"",""ెడ్"",""డ్$""]"	"[""^hy"",""hyd"",""yde"",""der"",""era"",""rab"",""aba"",""bad"",""ad "",""d h"","" h "",""h n"","" no"",""no "",""o 5"","" 50"",""508"",""08 "",""8 s"","" sr"",""sri"",""ri "",""i g"","" ga"",""gay"",""aya"",""yat"",""atr"",""tri"",""ri "",""i c"","" cl"",""cla"",""las"",""ass"",""ssi"",""sic"",""ic "",""c a"","" ap"",""apa"",""par"",""art"",""rtm"",""tme"",""men"",""ent"",""nts"",""ts "",""s l"","" li"",""lin"",""ing"",""nga"",""gam"",""amp"",""mpa"",""pal"",""all"",""lly"",""ly "",""y t"","" te"",""tel"",""ela"",""lan"",""ang"",""nga"",""gan"",""ana"",""na$""]"	S2
S2-102049237	... ELDRIDGE ANIMAL	001662 7 STREET, BROOKLYN, NY	US	eldridge animal	001662 7 street brooklyn ny	us	"[""eldridge"",""animal""]"	"[""001662"",""7"",""street"",""brooklyn"",""ny""]"	"[""^el"",""eld"",""ldr"",""dri"",""rid"",""idg"",""dge"",""ge "",""e a"","" an"",""ani"",""nim"",""ima"",""mal"",""al$""]"	"[""^00"",""001"",""016"",""166"",""662"",""62 "",""2 7"","" 7 "",""7 s"","" st"",""str"",""tre"",""ree"",""eet"",""et "",""t b"","" br"",""bro"",""roo"",""ook"",""okl"",""kly"",""lyn"",""yn "",""n n"","" ny"",""ny$""]"	S2
S2-102248549	Smart Greenland  Partners	3599 LAKE RIDGE DRIVE, PUALSKI, VA	US	smart greenland partners	3599 lake ridge drive pualski va	us	"[""smart"",""greenland"",""partners""]"	"[""3599"",""lake"",""ridge"",""drive"",""pualski"",""va""]"	"[""^sm"",""sma"",""mar"",""art"",""rt "",""t g"","" gr"",""gre"",""ree"",""een"",""enl"",""nla"",""lan"",""and"",""nd "",""d p"","" pa"",""par"",""art"",""rtn"",""tne"",""ner"",""ers"",""rs$""]"	"[""^35"",""359"",""599"",""99 "",""9 l"","" la"",""lak"",""ake"",""ke "",""e r"","" ri"",""rid"",""idg"",""dge"",""ge "",""e d"","" dr"",""dri"",""riv"",""ive"",""ve "",""e p"","" pu"",""pua"",""ual"",""als"",""lsk"",""ski"",""ki "",""i v"","" va"",""va$""]"	S2
S2-10226180	SILVER PACKAGING PACKAGING CORPORATION	1706 SEVERN RD, SEVERN, MD	US	silver packaging packaging corporation	1706 severn rd severn md	us	"[""silver"",""packaging"",""packaging"",""corporation""]"	"[""1706"",""severn"",""rd"",""severn"",""md""]"	"[""^si"",""sil"",""ilv"",""lve"",""ver"",""er "",""r p"","" pa"",""pac"",""ack"",""cka"",""kag"",""agi"",""gin"",""ing"",""ng "",""g p"","" pa"",""pac"",""ack"",""cka"",""kag"",""agi"",""gin"",""ing"",""ng "",""g c"","" co"",""cor"",""orp"",""rpo"",""por"",""ora"",""rat"",""ati"",""tio"",""ion"",""on$""]"	"[""^17"",""170"",""706"",""06 "",""6 s"","" se"",""sev"",""eve"",""ver"",""ern"",""rn "",""n r"","" rd"",""rd "",""d s"","" se"",""sev"",""eve"",""ver"",""ern"",""rn "",""n m"","" md"",""md$""]"	S2
S2-102285263	Philbeck Dime Corp	249 CLEAR LAKE CITY BOULEVARD, WEBSTER, TX	US	philbeck dime corporation	249 clear lake city boulevard webster tx	us	"[""philbeck"",""dime"",""corporation""]"	"[""249"",""clear"",""lake"",""city"",""boulevard"",""webster"",""tx""]"	"[""^ph"",""phi"",""hil"",""ilb"",""lbe"",""bec"",""eck"",""ck "",""k d"","" di"",""dim"",""ime"",""me "",""e c"","" co"",""cor"",""orp"",""rpo"",""por"",""ora"",""rat"",""ati"",""tio"",""ion"",""on$""]"	"[""^24"",""249"",""49 "",""9 c"","" cl"",""cle"",""lea"",""ear"",""ar "",""r l"","" la"",""lak"",""ake"",""ke "",""e c"","" ci"",""cit"",""ity"",""ty "",""y b"","" bo"",""bou"",""oul"",""ule"",""lev"",""eva"",""var"",""ard"",""rd "",""d w"","" we"",""web"",""ebs"",""bst"",""ste"",""ter"",""er "",""r t"","" tx"",""tx$""]"	S2
S2-102591665	Myrtia Ray, P.C. Services	210 5TH ST, MARSHFIELD, WI	US	myrtia ray p c services	210 5th st marshfield wi	us	"[""myrtia"",""ray"",""p"",""c"",""services""]"	"[""210"",""5th"",""st"",""marshfield"",""wi""]"	"[""^my"",""myr"",""yrt"",""rti"",""tia"",""ia "",""a r"","" ra"",""ray"",""ay "",""y p"","" p "",""p c"","" c "",""c s"","" se"",""ser"",""erv"",""rvi"",""vic"",""ice"",""ces"",""es$""]"	"[""^21"",""210"",""10 "",""0 5"","" 5t"",""5th"",""th "",""h s"","" st"",""st "",""t m"","" ma"",""mar"",""ars"",""rsh"",""shf"",""hfi"",""fie"",""iel"",""eld"",""ld "",""d w"","" wi"",""wi$""]"	S2
S2-102743925	>> Ridge-Diana-LP	1725 ARLINGTON BLVD, GREENVILLE, NC	US	ridge diana lp	1725 arlington blvd greenville nc	us	"[""ridge"",""diana"",""lp""]"	"[""1725"",""arlington"",""blvd"",""greenville"",""nc""]"	"[""^ri"",""rid"",""idg"",""dge"",""ge "",""e d"","" di"",""dia"",""ian"",""ana"",""na "",""a l"","" lp"",""lp$""]"	"[""^17"",""172"",""725"",""25 "",""5 a"","" ar"",""arl"",""rli"",""lin"",""ing"",""ngt"",""gto"",""ton"",""on "",""n b"","" bl"",""blv"",""lvd"",""vd "",""d g"","" gr"",""gre"",""ree"",""een"",""env"",""nvi"",""vil"",""ill"",""lle"",""le "",""e n"","" nc"",""nc$""]"	S2
S2-102878068	DANA E. HOFFMAN, D.D.S. CORPORATION	33-37 SOLAR LANE, SEARINGTOWN, NY	US	dana e hoffman d d s corporation	33 37 solar lane searingtown ny	us	"[""dana"",""e"",""hoffman"",""d"",""d"",""s"",""corporation""]"	"[""33"",""37"",""solar"",""lane"",""searingtown"",""ny""]"	"[""^da"",""dan"",""ana"",""na "",""a e"","" e "",""e h"","" ho"",""hof"",""off"",""ffm"",""fma"",""man"",""an "",""n d"","" d "",""d d"","" d "",""d s"","" s "",""s c"","" co"",""cor"",""orp"",""rpo"",""por"",""ora"",""rat"",""ati"",""tio"",""ion"",""on$""]"	"[""^33"",""33 "",""3 3"","" 37"",""37 "",""7 s"","" so"",""sol"",""ola"",""lar"",""ar "",""r l"","" la"",""lan"",""ane"",""ne "",""e s"","" se"",""sea"",""ear"",""ari"",""rin"",""ing"",""ngt"",""gto"",""tow"",""own"",""wn "",""n n"","" ny"",""ny$""]"	S2
S2-102942862	TECHNOLOGIESSWARNINFRA.COM	1304, ROAD NO. 54 JUBILEE HILLS, HYDERABAD, Telangana	India	technologiesswarninfra com	1304 road number 54 jubilee hills hyderabad telangana	india	"[""technologiesswarninfra"",""com""]"	"[""1304"",""road"",""number"",""54"",""jubilee"",""hills"",""hyderabad"",""telangana""]"	"[""^te"",""tec"",""ech"",""chn"",""hno"",""nol"",""olo"",""log"",""ogi"",""gie"",""ies"",""ess"",""ssw"",""swa"",""war"",""arn"",""rni"",""nin"",""inf"",""nfr"",""fra"",""ra "",""a c"","" co"",""com"",""om$""]"	"[""^13"",""130"",""304"",""04 "",""4 r"","" ro"",""roa"",""oad"",""ad "",""d n"","" nu"",""num"",""umb"",""mbe"",""ber"",""er "",""r 5"","" 54"",""54 "",""4 j"","" ju"",""jub"",""ubi"",""bil"",""ile"",""lee"",""ee "",""e h"","" hi"",""hil"",""ill"",""lls"",""ls "",""s h"","" hy"",""hyd"",""yde"",""der"",""era"",""rab"",""aba"",""bad"",""ad "",""d t"","" te"",""tel"",""ela"",""lan"",""ang"",""nga"",""gan"",""ana"",""na$""]"	S2
S2-103127290	Tech Richie Media Private Limited Limited		India	tech richie media private limited limited		india	"[""tech"",""richie"",""media"",""private"",""limited"",""limited""]"	[]	"[""^te"",""tec"",""ech"",""ch "",""h r"","" ri"",""ric"",""ich"",""chi"",""hie"",""ie "",""e m"","" me"",""med"",""edi"",""dia"",""ia "",""a p"","" pr"",""pri"",""riv"",""iva"",""vat"",""ate"",""te "",""e l"","" li"",""lim"",""imi"",""mit"",""ite"",""ted"",""ed "",""d l"","" li"",""lim"",""imi"",""mit"",""ite"",""ted"",""ed$""]"	[]	S2
S2-103136730	@arielasrapid	4430 26ND AVENUE, LACEY, WA	US	arielasrapid	4430 26nd avenue lacey wa	us	"[""arielasrapid""]"	"[""4430"",""26nd"",""avenue"",""lacey"",""wa""]"	"[""^ar"",""ari"",""rie"",""iel"",""ela"",""las"",""asr"",""sra"",""rap"",""api"",""pid"",""id$""]"	"[""^44"",""443"",""430"",""30 "",""0 2"","" 26"",""26n"",""6nd"",""nd "",""d a"","" av"",""ave"",""ven"",""enu"",""nue"",""ue "",""e l"","" la"",""lac"",""ace"",""cey"",""ey "",""y w"","" wa"",""wa$""]"	S2
S2-103476765	iera.com	259 STATE HIGHWAY K, MO, CLEVER	US	iera com	259 state highway k mo clever	us	"[""iera"",""com""]"	"[""259"",""state"",""highway"",""k"",""mo"",""clever""]"	"[""^ie"",""ier"",""era"",""ra "",""a c"","" co"",""com"",""om$""]"	"[""^25"",""259"",""59 "",""9 s"","" st"",""sta"",""tat"",""ate"",""te "",""e h"","" hi"",""hig"",""igh"",""ghw"",""hwa"",""way"",""ay "",""y k"","" k "",""k m"","" mo"",""mo "",""o c"","" cl"",""cle"",""lev"",""eve"",""ver"",""er$""]"	S2
S2-104360838	Nityadhara-Brothers Care	B##2/247, CBHADAINI, VARANSHI, VARANASI, Uttar Pradesh	India	nityadhara brothers care	b 2 247 cbhadaini varanshi varanasi uttar pradesh	india	"[""nityadhara"",""brothers"",""care""]"	"[""b"",""2"",""247"",""cbhadaini"",""varanshi"",""varanasi"",""uttar"",""pradesh""]"	"[""^ni"",""nit"",""ity"",""tya"",""yad"",""adh"",""dha"",""har"",""ara"",""ra "",""a b"","" br"",""bro"",""rot"",""oth"",""the"",""her"",""ers"",""rs "",""s c"","" ca"",""car"",""are"",""re$""]"	"[""^b "",""b 2"","" 2 "",""2 2"","" 24"",""247"",""47 "",""7 c"","" cb"",""cbh"",""bha"",""had"",""ada"",""dai"",""ain"",""ini"",""ni "",""i v"","" va"",""var"",""ara"",""ran"",""ans"",""nsh"",""shi"",""hi "",""i v"","" va"",""var"",""ara"",""ran"",""ana"",""nas"",""asi"",""si "",""i u"","" ut"",""utt"",""tta"",""tar"",""ar "",""r p"","" pr"",""pra"",""rad"",""ade"",""des"",""esh"",""sh$""]"	S2
S2-104707989	AMERICAN CFOUCNCIL P.C.	998 LOOKOUT MOUNTAIN RD, MCALESTER, OK	US	american cfoucncil p c	998 lookout mountain rd mcalester ok	us	"[""american"",""cfoucncil"",""p"",""c""]"	"[""998"",""lookout"",""mountain"",""rd"",""mcalester"",""ok""]"	"[""^am"",""ame"",""mer"",""eri"",""ric"",""ica"",""can"",""an "",""n c"","" cf"",""cfo"",""fou"",""ouc"",""ucn"",""cnc"",""nci"",""cil"",""il "",""l p"","" p "",""p c"","" c$""]"	"[""^99"",""998"",""98 "",""8 l"","" lo"",""loo"",""ook"",""oko"",""kou"",""out"",""ut "",""t m"","" mo"",""mou"",""oun"",""unt"",""nta"",""tai"",""ain"",""in "",""n r"","" rd"",""rd "",""d m"","" mc"",""mca"",""cal"",""ale"",""les"",""est"",""ste"",""ter"",""er "",""r o"","" ok"",""ok$""]"	S2
S2-105013721	INCORPORATED SARIA THERAPEUTICS	3538 CHERRYSTONE RD, CHERITON TOWN, VA	US	incorporated saria therapeutics	3538 cherrystone rd cheriton town va	us	"[""incorporated"",""saria"",""therapeutics""]"	"[""3538"",""cherrystone"",""rd"",""cheriton"",""town"",""va""]"	"[""^in"",""inc"",""nco"",""cor"",""orp"",""rpo"",""por"",""ora"",""rat"",""ate"",""ted"",""ed "",""d s"","" sa"",""sar"",""ari"",""ria"",""ia "",""a t"","" th"",""the"",""her"",""era"",""rap"",""ape"",""peu"",""eut"",""uti"",""tic"",""ics"",""cs$""]"	"[""^35"",""353"",""538"",""38 "",""8 c"","" ch"",""che"",""her"",""err"",""rry"",""rys"",""yst"",""sto"",""ton"",""one"",""ne "",""e r"","" rd"",""rd "",""d c"","" ch"",""che"",""her"",""eri"",""rit"",""ito"",""ton"",""on "",""n t"","" to"",""tow"",""own"",""wn "",""n v"","" va"",""va$""]"	S2
S2-105058030	Bivue Qlomality Eastern Inc	7556 1050, MILROY, IN	US	bivue qlomality eastern incorporated	7556 1050 milroy in	us	"[""bivue"",""qlomality"",""eastern"",""incorporated""]"	"[""7556"",""1050"",""milroy"",""in""]"	"[""^bi"",""biv"",""ivu"",""vue"",""ue "",""e q"","" ql"",""qlo"",""lom"",""oma"",""mal"",""ali"",""lit"",""ity"",""ty "",""y e"","" ea"",""eas"",""ast"",""ste"",""ter"",""ern"",""rn "",""n i"","" in"",""inc"",""nco"",""cor"",""orp"",""rpo"",""por"",""ora"",""rat"",""ate"",""ted"",""ed$""]"	"[""^75"",""755"",""556"",""56 "",""6 1"","" 10"",""105"",""050"",""50 "",""0 m"","" mi"",""mil"",""ilr"",""lro"",""roy"",""oy "",""y i"","" in"",""in$""]"	S2
